SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
279,Deeplaid Laboratories Ltd. (Homoeo),Agnus Cast,Liquid,FALSE,H-72-A-026
280,Deeplaid Laboratories Ltd. (Homoeo),Amloki,Liquid,FALSE,H-72-A-027
281,Deeplaid Laboratories Ltd. (Homoeo),Aconite Napellus,Liquid,FALSE,H-72-A-028
282,Deeplaid Laboratories Ltd. (Homoeo),Ashvaggandha,Liquid,FALSE,H-72-A-029
283,Deeplaid Laboratories Ltd. (Homoeo),Terminalia Arjuna,Liquid,FALSE,H-72-A-030
284,Deeplaid Laboratories Ltd. (Homoeo),Berberis Vulgaris,Liquid,FALSE,H-72-A-031
285,Deeplaid Laboratories Ltd. (Homoeo),Blatta Orientalis,Liquid,FALSE,H-72-A-032
286,Deeplaid Laboratories Ltd. (Homoeo),Chelidonium Majus,Liquid,FALSE,H-72-A-032
287,Deeplaid Laboratories Ltd. (Homoeo),Cantharis,Liquid,FALSE,H-72-A-034
288,Deeplaid Laboratories Ltd. (Homoeo),Crataegus Oxycanthas,Liquid,FALSE,H-72-A-035
289,Deeplaid Laboratories Ltd. (Homoeo),Cassia Sophera,Liquid,FALSE,H-72-A-036
290,Deeplaid Laboratories Ltd. (Homoeo),Damiana,Liquid,FALSE,H-72-A-037
291,Deeplaid Laboratories Ltd. (Homoeo),Kreosotum,Liquid,FALSE,H-72-A-038
292,Deeplaid Laboratories Ltd. (Homoeo),Kurchi,Liquid,FALSE,H-72-A-039
293,Deeplaid Laboratories Ltd. (Homoeo),Hydrastis Canadensis,Liquid,FALSE,H-72-A-040
294,Deeplaid Laboratories Ltd. (Homoeo),Gossypium,Liquid,FALSE,H-72-A-041
295,Deeplaid Laboratories Ltd. (Homoeo),Plantago Major,Liquid,FALSE,H-72-A-042
296,Deeplaid Laboratories Ltd. (Homoeo),Panus Lambertiana,Liquid,FALSE,H-72-A-043
297,Deeplaid Laboratories Ltd. (Homoeo),Passiflora Incarnata,Liquid,FALSE,H-72-A-044
298,Deeplaid Laboratories Ltd. (Homoeo),Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-72-A-045
299,Deeplaid Laboratories Ltd. (Homoeo),Kali Sulphuricum 3X,Tablet,Kali Sulph 3X,H-72-A-046
300,Deeplaid Laboratories Ltd. (Homoeo),Hepar Sulphuris Calcareum,Tablet,Heper Sulphurics Calcareum,H-72-A-047
301,Deeplaid Laboratories Ltd. (Homoeo),Selenium,Tablet,Selenium,H-72-A-048
302,Deeplaid Laboratories Ltd. (Homoeo),Titanium,Tablet,Titanium,H-72-A-049
303,Deeplaid Laboratories Ltd. (Homoeo),Carbo Vagetabilis,Tablet,Carbo Vagetabilis,H-72-A-050
304,Deeplaid Laboratories Ltd. (Homoeo),Globules,Tablet,Globules,H-72-A-051
305,Deeplaid Laboratories Ltd. (Homoeo),Aralia Racemosa,Liquid,FALSE,H-72-A-052
306,Deeplaid Laboratories Ltd. (Homoeo),Arnica Montana,Liquid,FALSE,H-72-A-053
307,Deeplaid Laboratories Ltd. (Homoeo),Baptisia Tinctoria,Liquid,FALSE,H-72-A-054
308,Deeplaid Laboratories Ltd. (Homoeo),Bryonia Alba,Liquid,FALSE,H-72-A-055
309,Deeplaid Laboratories Ltd. (Homoeo),Capsicum Annum,Liquid,FALSE,H-72-A-056
310,Deeplaid Laboratories Ltd. (Homoeo),Ceanothus Americanus,Liquid,FALSE,H-72-A-057
311,Deeplaid Laboratories Ltd. (Homoeo),Cimicifuga,Liquid,FALSE,H-72-A-058
312,Deeplaid Laboratories Ltd. (Homoeo),Collinsonia Canadensis,Liquid,FALSE,H-72-A-059
313,Deeplaid Laboratories Ltd. (Homoeo),Colocynthis,Liquid,FALSE,H-72-A-060
314,Deeplaid Laboratories Ltd. (Homoeo),Drosera Rotundifolia,Liquid,FALSE,H-72-A-061
315,Deeplaid Laboratories Ltd. (Homoeo),Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-72-A-062
316,Deeplaid Laboratories Ltd. (Homoeo),Hamamelis Virginaca,Liquid,FALSE,H-72-A-063
317,Deeplaid Laboratories Ltd. (Homoeo),Hydrocotyle Asiatica,Liquid,FALSE,H-72-A-064
318,Deeplaid Laboratories Ltd. (Homoeo),Ipecacuanha,Liquid,FALSE,H-72-A-065
319,Deeplaid Laboratories Ltd. (Homoeo),Lycopodium Clavatum,Liquid,FALSE,H-72-A-066
320,Deeplaid Laboratories Ltd. (Homoeo),Nuphar Lutea,Liquid,FALSE,H-72-A-067
321,Deeplaid Laboratories Ltd. (Homoeo),Phytolacca Decandra,Liquid,FALSE,H-72-A-068
322,Deeplaid Laboratories Ltd. (Homoeo),Quassia Amara,Liquid,FALSE,H-72-A-069
323,Deeplaid Laboratories Ltd. (Homoeo),Rhus Toxcodendron,Liquid,FALSE,H-72-A-070
324,Deeplaid Laboratories Ltd. (Homoeo),Sabal Serrulata,Liquid,FALSE,H-72-A-071
325,Deeplaid Laboratories Ltd. (Homoeo),Salix Nigra,Liquid,FALSE,H-72-A-072
326,Deeplaid Laboratories Ltd. (Homoeo),Sarsaparilla,Liquid,FALSE,H-72-A-073
327,Deeplaid Laboratories Ltd. (Homoeo),Thuja Occidentalis,Liquid,FALSE,H-72-A-074
328,Deeplaid Laboratories Ltd. (Homoeo),Ustilago Maidis,Liquid,FALSE,H-72-A-075
329,Deeplaid Laboratories Ltd. (Homoeo),Zingiber Officinale,Liquid,FALSE,H-72-A-076
330,Deeplaid Laboratories Ltd. (Homoeo),Cina,Liquid,FALSE,H-72-A-077
331,Deeplaid Laboratories Ltd. (Homoeo),Dioscorea Villosa,Liquid,FALSE,H-72-A-078
332,Deeplaid Laboratories Ltd. (Homoeo),Echinacea Angustifolia,Liquid,FALSE,H-72-A-079
333,Deeplaid Laboratories Ltd. (Homoeo),Allium Cepa,Liquid,FALSE,H-72-A-080
334,Deeplaid Laboratories Ltd. (Homoeo),Allium Sativum,Liquid,Allium Sativum,H-72-A-081
335,Deeplaid Laboratories Ltd. (Homoeo),Aloe Socotrina,Liquid,Aloe Socotrina,H-72-A-082
336,Deeplaid Laboratories Ltd. (Homoeo),Apocynum Cannabinum,Liquid,FALSE,H-72-A-083
337,Deeplaid Laboratories Ltd. (Homoeo),Azadirachta Indica,Liquid,FALSE,H-72-A-084
338,Deeplaid Laboratories Ltd. (Homoeo),Abroma Augusta,Liquid,FALSE,H-72-A-085
339,Deeplaid Laboratories Ltd. (Homoeo),Digitalis Purpuea,Liquid,FALSE,H-72-A-086
340,Deeplaid Laboratories Ltd. (Homoeo),Ficus Religiose,Liquid,FALSE,H-72-A-087
341,Deeplaid Laboratories Ltd. (Homoeo),Gymnema Sylvestre,Liquid,FALSE,H-72-A-088
342,Deeplaid Laboratories Ltd. (Homoeo),Senega,Liquid,FALSE,H-72-A-089
343,Deeplaid Laboratories Ltd. (Homoeo),Spongia Tosta,Liquid,FALSE,H-72-A-090
344,Deeplaid Laboratories Ltd. (Homoeo),Staphysagria,Liquid,FALSE,H-72-A-091
345,Deeplaid Laboratories Ltd. (Homoeo),Sepia,Liquid,FALSE,H-72-A-092
346,Deeplaid Laboratories Ltd. (Homoeo),Tabacum,Liquid,FALSE,H-72-A-093
347,Deeplaid Laboratories Ltd. (Homoeo),Trabulus Terrestris,Liquid,FALSE,H-72-A-094
348,Deeplaid Laboratories Ltd. (Homoeo),Borax,Liquid,FALSE,H-72-A-095
349,Deeplaid Laboratories Ltd. (Homoeo),Calotropis Gigantia,Liquid,FALSE,H-72-A-096
350,Deeplaid Laboratories Ltd. (Homoeo),Adonis Vernalis,Liquid,FALSE,H-72-A-097
351,Deeplaid Laboratories Ltd. (Homoeo),Aletris Farinosa,Liquid,FALSE,H-72-A-098
352,Deeplaid Laboratories Ltd. (Homoeo),Euphrasia Officinalis,Liquid,FALSE,H-72-A-099
353,Deeplaid Laboratories Ltd. (Homoeo),Chamomilla,Liquid,FALSE,H-72-A-100
354,Deeplaid Laboratories Ltd. (Homoeo),Condurango,Liquid,FALSE,H-72-A-101
355,Deeplaid Laboratories Ltd. (Homoeo),Lobella Inflanta,Liquid,FALSE,H-72-A-102
356,Deeplaid Laboratories Ltd. (Homoeo),Millefolium,Liquid,FALSE,H-72-A-103
357,Deeplaid Laboratories Ltd. (Homoeo),Ocimum Sanctum,Liquid,FALSE,H-72-A-104
358,Deeplaid Laboratories Ltd. (Homoeo),Ratanhia,Liquid,FALSE,H-72-A-105
359,Deeplaid Laboratories Ltd. (Homoeo),Rumex Crispus,Liquid,FALSE,H-72-A-106
360,Deeplaid Laboratories Ltd. (Homoeo),Sambucus Nigra,Liquid,FALSE,H-72-A-107
361,Deeplaid Laboratories Ltd. (Homoeo),Senecio Aureus,Liquid,FALSE,H-72-A-108
362,Deeplaid Laboratories Ltd. (Homoeo),Urtica Urens,Liquid,FALSE,H-72-A-109
363,Deeplaid Laboratories Ltd. (Homoeo),Vibrunum Prunifollium,Liquid,FALSE,H-72-A-110
364,Deeplaid Laboratories Ltd. (Homoeo),Alstonia Scholaris,Liquid,FALSE,H-72-A-111
365,Deeplaid Laboratories Ltd. (Homoeo),Bellis Perennis,Liquid,FALSE,H-72-A-112
366,Deeplaid Laboratories Ltd. (Homoeo),Chaparro Amargoso,Liquid,FALSE,H-72-A-113
367,Deeplaid Laboratories Ltd. (Homoeo),Fraxinus Americana,Liquid,FALSE,H-72-A-114
368,Deeplaid Laboratories Ltd. (Homoeo),Fucus Vesiculosus,Liquid,FALSE,H-72-A-115
369,Deeplaid Laboratories Ltd. (Homoeo),Ginseng,Liquid,FALSE,H-72-A-116
370,Deeplaid Laboratories Ltd. (Homoeo),Iris Versicolor,Liquid,FALSE,H-72-A-117
371,Deeplaid Laboratories Ltd. (Homoeo),Jaborandi,Liquid,FALSE,H-72-A-118
372,Deeplaid Laboratories Ltd. (Homoeo),Ledum Palustre,Liquid,FALSE,H-72-A-119
373,Deeplaid Laboratories Ltd. (Homoeo),Mentha Piperita,Liquid,FALSE,H-72-A-120
374,Deeplaid Laboratories Ltd. (Homoeo),Myrica Cerifera,Liquid,FALSE,H-72-A-121
375,Deeplaid Laboratories Ltd. (Homoeo),Arsenicum Sulphuratum Flavum,Tablet,Arsenicum Sulphuratum Flavum 3X,H-72-A-122
376,Deeplaid Laboratories Ltd. (Homoeo),Graphites 3X,Tablet,Graphites 3X,H-72-A-123
377,Deeplaid Laboratories Ltd. (Homoeo),Mercurius Solubilis 3X,Tablet,Mercuris Solubilis 3X,H-72-A-124
378,Deeplaid Laboratories Ltd. (Homoeo),Chrysarobinum 3X,Tablet,Chrysarobinum 3 X,H-72-A-125
379,Deeplaid Laboratories Ltd. (Homoeo),Oleum Jac 3X,Tablet,Oleum Jac 3X,H-72-A-126
380,Deeplaid Laboratories Ltd. (Homoeo),Hecla Lava 3X,Tablet,Hekla Lava/Hecla Lava,H-72-A-127
381,Deeplaid Laboratories Ltd. (Homoeo),Baryta Carbonica,Tablet,Baryta Carbonica 3X,H-72-A-128
382,Deeplaid Laboratories Ltd. (Homoeo),Magnesia Carbonica,Tablet,Magnesia Carbonica 3X,H-72-A-129
383,Deeplaid Laboratories Ltd. (Homoeo),Podophyllum Peltatum,Liquid,FALSE,H-72-A-130
384,Deeplaid Laboratories Ltd. (Homoeo),Sabina,Liquid,FALSE,H-72-A-131
385,Deeplaid Laboratories Ltd. (Homoeo),Senna,Liquid,FALSE,H-72-A-132
386,Deeplaid Laboratories Ltd. (Homoeo),Secale Cornutum,Liquid,FALSE,H-72-A-133
387,Deeplaid Laboratories Ltd. (Homoeo),Teucrium MV,Liquid,FALSE,H-72-A-134
388,Deeplaid Laboratories Ltd. (Homoeo),Xanthoxylum,Liquid,FALSE,H-72-A-135
389,Deeplaid Laboratories Ltd. (Homoeo),Blumea Odorata,Liquid,FALSE,H-72-A-136
390,Deeplaid Laboratories Ltd. (Homoeo),Carica Papaya,Liquid,FALSE,H-72-A-137
391,Deeplaid Laboratories Ltd. (Homoeo),Cephalandra Indica,Liquid,FALSE,H-72-A-138
392,Deeplaid Laboratories Ltd. (Homoeo),Chionanthus Virginica,Liquid,FALSE,H-72-A-139
393,Deeplaid Laboratories Ltd. (Homoeo),Chirata,Liquid,FALSE,H-72-A-140
394,Deeplaid Laboratories Ltd. (Homoeo),Viburnum Opulus,Liquid,FALSE,H-72-A-141
395,Deeplaid Laboratories Ltd. (Homoeo),Aurum Muriaticum Natronatum,Tablet,Aurum Muriaticum Natronatum 3X,H-72-A-142
396,Deeplaid Laboratories Ltd. (Homoeo),Aurum Metallicum 3X,Tablet,Aurum Metallicum 3X,H-72-A-143
397,Deeplaid Laboratories Ltd. (Homoeo),Alumina 3X,Tablet,Alumina 3X,H-72-A-144
398,Deeplaid Laboratories Ltd. (Homoeo),Santoninum,Tablet,Santoninum 3X,H-72-A-145
399,Deeplaid Laboratories Ltd. (Homoeo),Zinc Metallicum 3X,Tablet,Zinc Metallicum 3X,H-72-A-146
400,Deeplaid Laboratories Ltd. (Homoeo),Uranium Nitricum 3X,Tablet,Uranium Nitricum 3X,H-72-A-147
401,Deeplaid Laboratories Ltd. (Homoeo),Colesterinum 3X,Tablet,Cholesterinum 3X,H-72-A-148
402,Deeplaid Laboratories Ltd. (Homoeo),Abies Canadensis,Liquid,FALSE,H-72-A-149
403,Deeplaid Laboratories Ltd. (Homoeo),Abies Nigra,Liquid,FALSE,H-72-A-150
404,Deeplaid Laboratories Ltd. (Homoeo),Absinthium,Liquid,FALSE,H-72-A-151
405,Deeplaid Laboratories Ltd. (Homoeo),Acalypha Indica,Liquid,FALSE,H-72-A-152
406,Deeplaid Laboratories Ltd. (Homoeo),Achyranthes Aspera,Liquid,FALSE,H-72-A-153
407,Deeplaid Laboratories Ltd. (Homoeo),Aesculus Hippocastanum,Liquid,FALSE,H-72-A-154
408,Deeplaid Laboratories Ltd. (Homoeo),Agaricus Muscarius,Liquid,FALSE,H-72-A-155
409,Deeplaid Laboratories Ltd. (Homoeo),Bovista,Liquid,FALSE,H-72-A-156
410,Deeplaid Laboratories Ltd. (Homoeo),Cochlearia Armoracia,Liquid,FALSE,H-72-A-157
411,Deeplaid Laboratories Ltd. (Homoeo),Pathar Kuchi,Liquid,FALSE,H-72-A-158
412,Deeplaid Laboratories Ltd. (Homoeo),Causticum,Liquid,FALSE,H-72-A-159
413,Deeplaid Laboratories Ltd. (Homoeo),Cinnamomum,Liquid,FALSE,H-72-A-160
414,Deeplaid Laboratories Ltd. (Homoeo),Convallaria Majalis,Liquid,FALSE,H-72-A-161
415,Deeplaid Laboratories Ltd. (Homoeo),Abroma Rad,Liquid,FALSE,H-72-A-162
416,Deeplaid Laboratories Ltd. (Homoeo),Aegle Folia,Liquid,FALSE,H-72-A-163
417,Deeplaid Laboratories Ltd. (Homoeo),Aeglemar,Liquid,FALSE,H-72-A-164
418,Deeplaid Laboratories Ltd. (Homoeo),Thlaspi Bursa Pastories,Liquid,FALSE,H-72-A-165
419,Deeplaid Laboratories Ltd. (Homoeo),Uva Ursi,Liquid,FALSE,H-72-A-166
420,Deeplaid Laboratories Ltd. (Homoeo),Asparagus Officinalis,Liquid,FALSE,H-72-A-167
421,Deeplaid Laboratories Ltd. (Homoeo),Atista Ind,Liquid,FALSE,H-72-A-168
422,Deeplaid Laboratories Ltd. (Homoeo),Atista Rad,Liquid,FALSE,H-72-A-169
423,Deeplaid Laboratories Ltd. (Homoeo),Polygonum Punctatum,Liquid,FALSE,H-72-A-170
424,Deeplaid Laboratories Ltd. (Homoeo),Brahmi,Liquid,FALSE,H-72-A-171
425,Deeplaid Laboratories Ltd. (Homoeo),Gaultheria,Liquid,FALSE,H-72-A-172
426,Deeplaid Laboratories Ltd. (Homoeo),DP Rawol,Drops,Aurum Iodide 200 X + Conium Mac 6X + Glonoinum 2X + Kali Phos 6X + Kalmia L 3X + Lycopodium C 3X + Rawolfia Ser 3X + Viscum Alb 2X,H-72-A-173
427,Deeplaid Laboratories Ltd. (Homoeo),DP Damia,Drops,FALSE,H-72-A-174
428,Deeplaid Laboratories Ltd. (Homoeo),DP Mina,Drops,Alumina 5X + Bryonia Alba 5X + Colocynthis 6X + Graphitis 10X + Hydrastis Can 3X + Mag. Mur 12X + Nux Vomica 10X + Opium 30X + Plumbum 7X,H-72-A-175
429,Deeplaid Laboratories Ltd. (Homoeo),DP Skincare,Drops,Antim Crud 10X + Ars. Alb 6X + Graphitis 10X + Mezerium 6X + Rhus Tox 6X + Sulphur 6X + Zinc Met 10X,H-72-A-176
430,Deeplaid Laboratories Ltd. (Homoeo),DP Rumalaid,Drops,Arsenicum Alb 3X + Dulcamara 4X + Phytolacca 6X + Rhus Tox 12X + Spirea Ulmaria 3X,H-72-A-177
431,Deeplaid Laboratories Ltd. (Homoeo),DP Dianil,Drops,Acid Lact 4X + Calceria Flourica 6X + Naja Trip 25X + Radium Brom 10X + Scrofularia Nod 6X,H-72-A-178
432,Deeplaid Laboratories Ltd. (Homoeo),DP Anxi,Tablet,Abrus Precatorium 6C + Aconitum Napellus 6C + Atropa Belladonna 6C + Calendulla Officinalis 6C + Chelidonium Majus 6C + Kali Phos 6X + Viburnum Opulas 6C + Zincum Pic 6C,H-72-A-179
433,Deeplaid Laboratories Ltd. (Homoeo),DP Mullen,Drops,FALSE,H-72-A-180
434,Deeplaid Laboratories Ltd. (Homoeo),Boralaid,Tablet,Alumina 6C + Borax 6C + Creosptum 6X + Pulsatilla 6X + Sepia 6C,H-72-A-181
435,Deeplaid Laboratories Ltd. (Homoeo),Blatadys,Drops,FALSE,H-72-A-182
436,Deeplaid Laboratories Ltd. (Homoeo),DP Lypo,Tablet,FALSE,H-72-A-183
437,Deeplaid Laboratories Ltd. (Homoeo),DP Nux,Syrup,Anacardium 4X + Arsenicum Alb 5X + Centarium 1X + Leonurus Cardiaca 1X + Nux Vomica 3X,H-72-A-184
438,Deeplaid Laboratories Ltd. (Homoeo),DP Alfa,Syrup,FALSE,H-72-A-185
439,Deeplaid Laboratories Ltd. (Homoeo),DP Femolaid,Syrup,FALSE,H-72-A-186
440,Deeplaid Laboratories Ltd. (Homoeo),DP Cardena,Syrup,FALSE,H-72-A-187
441,Deeplaid Laboratories Ltd. (Homoeo),DP Belladona,Syrup,FALSE,H-72-A-188
442,Deeplaid Laboratories Ltd. (Homoeo),Hepalaid,Syrup,FALSE,H-72-A-189
443,Deeplaid Laboratories Ltd. (Homoeo),DP Basok,Syrup,FALSE,H-72-A-190
444,Deeplaid Laboratories Ltd. (Homoeo),Hemoride,Syrup,Aesculus 1X + Arnica 2X + Calceria Flourica 6X + Carddus Mar 1X + Collinsonia 1X,H-72-A-191
445,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 1,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Nat Mur 3X,H-72-A-192
446,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 2,Tablet,Ferrum Phosphoricum + Kali Phosphoricum + Magnesia Phosphorica + Natrum Muriaticum + Natrum Sulphuricum,H-72-A-193
447,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 3,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X,H-72-A-194
448,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 4,Tablet,Calcaria Fluorica 3X + Kali Mur 3X + Nat Mur 3X + Silicea 6X,H-72-A-195
449,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 6,Tablet,Ferrum Phosphoricum 3X + Kali Mur 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X + Natrum Mur 6X,H-72-A-196
450,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 9,Tablet,Ferrum Phos 3X + Kali Mur 3X + Kali Phos 3X + Magnesia Phosphoricum 3X,H-72-A-198
451,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 11,Tablet,Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Sulph 3X + Nat Mur 3X + Nat Sulph 3X,H-72-A-200
452,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 12,Tablet,Ferrum Phosphoricum 3X + Kali Phos 3X + Magnesia Phosphoricum 3X + Nat Mur 3X,H-72-A-201
453,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 13,Tablet,Calcaria Phosphorica 3X + Kali Phos 3X + Kali Sulph 3X + Nat Mur 3X,H-72-A-202
454,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 15,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X,H-72-A-203
455,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 17,Tablet,Calcaria Fluorica 3X + Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Phos 3X,H-72-A-204
456,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 19,Tablet,Ferrum Phosphoricum 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X,H-72-A-205
457,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 7,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Nat Phos 3X + Nat Sulph 3X,H-72-A-197
458,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 20,Tablet,Calcaria Fluorica 3X + Ferrum Sulphuricum 3X + Kali Sulph 3X + Nat Sulph 3X + Natrum Mur 6X,H-72-A-206
459,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 24,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Magnesia Phosphoricum 3X + Nat Phos 3X,H-72-A-207
460,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 25,Tablet,Nat Phos 3X + Nat Sulph 3X + Silica 12X,H-72-A-208
461,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 26,Tablet,Calcaria Fluorica 3X + Calcaria Phosphorica 3X + Kali Phos 3X + Magnesia Phosphoricum 3X,H-72-A-209
462,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 10,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Mur 3X,H-72-A-199
463,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 27,Tablet,Calcaria Phosphorica 3X + Kali Phos 3X + Nat Mur 3X,H-72-A-210
464,Deeplaid Laboratories Ltd. (Homoeo),Bio-Laid 28,Tablet,Cal Phos 3X + Calcarea Sulphurica + Calcaria Fluorica 3X + Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Phos 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X + Nat Mur 3X + Nat Phos 3X + Nat Sulph 3X + Silicea 3X,H-72-A-211
465,Deeplaid Laboratories Ltd. (Homoeo),Five Phos Laid,Tablet,Calcarea Phos 6X + Ferrum Phosphoricum 6X + Kali Phos 6X + Magnesia Phosphoricum 6X + Nat Phos 6X,H-72-A-212
466,Deeplaid Laboratories Ltd. (Homoeo),DP-Ginseng,Tablet,FALSE,H-72-A-213
467,Deeplaid Laboratories Ltd. (Homoeo),DP-S-Fortlaid,Tablet,Acid Phos 4X + Agnus Cast 4X + Ambra Grisea 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-72-A-214
468,Deeplaid Laboratories Ltd. (Homoeo),DP-Tonslaid,Tablet,Baryta Carb 12X + Belladona 6X + Ferrum Phosphoricum 6X + Kali Mur 6X + Merc Bin Iod 6X,H-72-A-215
469,Deeplaid Laboratories Ltd. (Homoeo),DP-Sino Laid,Tablet,Baryta Mur 3X + Echinaccea A 1X + Hydrastis Can 3X + Kali Bich 3X + Sina Beries 3X,H-72-A-216
470,Deeplaid Laboratories Ltd. (Homoeo),DP-Phyto-Laid,Tablet,FALSE,H-72-A-217
471,Deeplaid Laboratories Ltd. (Homoeo),DP-Sabal,Tablet,FALSE,H-72-A-218
472,Deeplaid Laboratories Ltd. (Homoeo),DP-Hairlaid,Tablet,Acid Flour 3X + Acid Phos 3X + Arsenicum Alb 3X + Badiaga 6X + Jaborandi 6X + Kali Phos 3X + Olium Santalis 6X,H-72-A-219
473,Deeplaid Laboratories Ltd. (Homoeo),Cactus Grandiflorus,Liquid,FALSE,H-72-A-220
474,Deeplaid Laboratories Ltd. (Homoeo),Caladium Seguinum,Liquid,FALSE,H-72-A-221
475,Deeplaid Laboratories Ltd. (Homoeo),Caulophulum Thalictroides,Liquid,FALSE,H-72-A-222
476,Deeplaid Laboratories Ltd. (Homoeo),Colchicum Autamnale,Liquid,FALSE,H-72-A-123
477,Deeplaid Laboratories Ltd. (Homoeo),Cynodon (Durba),Liquid,FALSE,H-72-A-224
478,Deeplaid Laboratories Ltd. (Homoeo),Hygrophila Spinosa,Liquid,FALSE,H-72-A-225
479,Deeplaid Laboratories Ltd. (Homoeo),Mullein,Liquid,FALSE,H-72-A-226
480,Deeplaid Laboratories Ltd. (Homoeo),Petroleum,Liquid,FALSE,H-72-A-227
481,Deeplaid Laboratories Ltd. (Homoeo),Rumex Acetosa,Liquid,FALSE,H-72-A-228
482,Deeplaid Laboratories Ltd. (Homoeo),Sticta Pulmonaria,Liquid,FALSE,H-72-A-229
483,Deeplaid Laboratories Ltd. (Homoeo),Luffa Bindal,Liquid,FALSE,H-72-A-230
484,Deeplaid Laboratories Ltd. (Homoeo),Nyctanthes Arbortristis,Liquid,FALSE,H-72-A-231
485,Deeplaid Laboratories Ltd. (Homoeo),Sambul,Liquid,FALSE,H-72-A-232
486,Deeplaid Laboratories Ltd. (Homoeo),Arsenicum Sulphuratum Rubrum,Tablet,Arsenicum Sulphuratum Rubrum 3X,H-72-A-233
487,Deeplaid Laboratories Ltd. (Homoeo),Arsenicum Iodatum 3X,Tablet,Arsenicum Iodatum 3X,H-72-A-234
488,Deeplaid Laboratories Ltd. (Homoeo),Baryta Iodata 3X,Tablet,Baryta Iodata 3X,H-72-A-235
489,Deeplaid Laboratories Ltd. (Homoeo),Cuprum Metallicum,Tablet,Cuprum Metallicum 3X,H-72-A-236
490,Deeplaid Laboratories Ltd. (Homoeo),Kali Bichromicum,Tablet,Kali Bichromicum 3X,H-72-A-237
491,Deeplaid Laboratories Ltd. (Homoeo),Kali Bromatum 3X,Tablet,Kali Bromatum 3X,H-72-A-238
492,Deeplaid Laboratories Ltd. (Homoeo),Merc Sublimatus Corrosivus 3X,Tablet,Merc Sublimatus Corrosivus 3X,H-72-A-239
493,Deeplaid Laboratories Ltd. (Homoeo),Mercurius Dulcis 3X,Tablet,Mercurius Dulcis 3X,H-72-A-240
494,Deeplaid Laboratories Ltd. (Homoeo),Merc Bin Iod 3X,Tablet,Merc Bin Iod 3X,H-72-A-241
495,Deeplaid Laboratories Ltd. (Homoeo),Merc Pot Iod 3X,Tablet,Merc Pot Iod 3X,H-72-A-242
496,Deeplaid Laboratories Ltd. (Homoeo),Tellurium 3X,Tablet,Tellurium 3X,H-72-A-243
497,Deeplaid Laboratories Ltd. (Homoeo),Sulphur Iodatum,Liquid,FALSE,H-72-A-244
498,Deeplaid Laboratories Ltd. (Homoeo),Sulphur Lecithin,Liquid,FALSE,H-72-A-245
499,Deeplaid Laboratories Ltd. (Homoeo),Pimples Cure,Cream,FALSE,H-72-A-308
500,Deeplaid Laboratories Ltd. (Homoeo),DP rheumaoil,Oil (Liquid),Bryonia Alb. 2x + Camphora-1X + Menthol-1X + Rhus Tox-1X + Symphytum Off-1X + Terebinthina-1X + Thaimol-1X,H-72-A-360
