SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
1,Alif Hoeomo Laboratories,Andrographis Peniculata,Liquid,Andrographis Paniculata,H-66-A-1
2,Alif Hoeomo Laboratories,Hydratis Can.,Liquid,FALSE,H-66-A-2
3,Alif Hoeomo Laboratories,Jonosia Asoka,Liquid,FALSE,H-66-A-3
4,Alif Hoeomo Laboratories,Terminalia Arjuna,Liquid,FALSE,H-66-A-4
5,Alif Hoeomo Laboratories,Carica Papaya,Liquid,FALSE,H-66-A-5
6,Alif Hoeomo Laboratories,Blatta Orientalis,Liquid,FALSE,H-66-A-7
7,Alif Hoeomo Laboratories,Cynodon Daotylon,Liquid,FALSE,H-66-A-8
8,Alif Hoeomo Laboratories,Alstonia Scholaris,Liquid,FALSE,H-66-A-10
9,Alif Hoeomo Laboratories,Avena Sativa,Liquid,FALSE,H-66-A-11
10,Alif Hoeomo Laboratories,Nux Vomica,Liquid,FALSE,H-66-A-12
11,Alif Hoeomo Laboratories,Cinchona Officinalis,Liquid,FALSE,H-66-A-13
12,Alif Hoeomo Laboratories,Rhus Tox,Liquid,FALSE,H-66-A-14
13,Alif Hoeomo Laboratories,Medicago Sativa,Liquid,FALSE,H-66-A-15
14,Alif Hoeomo Laboratories,Ceanothus Americanus,Liquid,Ceanothus Americanus,H-66-A-16
15,Alif Hoeomo Laboratories,Atista Radix,Liquid,FALSE,H-66-A-17
16,Alif Hoeomo Laboratories,Artemisia Abrotanum,Liquid,Artemisia Abrotanum,H-66-A-18
17,Alif Hoeomo Laboratories,Cantharis,Liquid,FALSE,H-66-A-19
18,Alif Hoeomo Laboratories,Belladonna,Liquid,FALSE,H-66-A-20
19,Alif Hoeomo Laboratories,Lycopodium Clavatum,Liquid,FALSE,H-66-A-21
20,Alif Hoeomo Laboratories,Chelidonium Majus,Liquid,FALSE,H-66-A-22
21,Alif Hoeomo Laboratories,Calendula Oddicinalis,Liquid,FALSE,H-66-A-23
22,Alif Hoeomo Laboratories,Cina,Liquid,FALSE,H-66-A-24
23,Alif Hoeomo Laboratories,Berberis Vulgaris,Liquid,FALSE,H-66-A-25
24,Alif Hoeomo Laboratories,Krerosote,Liquid,Kreosote,H-66-A-26
25,Alif Hoeomo Laboratories,Secale Cornutum,Liquid,FALSE,H-66-A-27
26,Alif Hoeomo Laboratories,Aralia Quinquefolif,Liquid,Aralia Quinquefolif,H-66-A-28
27,Alif Hoeomo Laboratories,Apis Mellifica,Liquid,FALSE,H-66-A-29
28,Alif Hoeomo Laboratories,Eriodictyon Glutinosum,Liquid,Eriodictyon Glutinosum,H-66-A-30
29,Alif Hoeomo Laboratories,Embelica Officinalis,Liquid,Embelica Officinalis 3X,H-66-A-6
30,Allen MXN Homoeo Laboratory,Calcarea Phosphorica,Tablet,Calcarea Phosphorica,H-47-A-18
31,Allen MXN Homoeo Laboratory,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-47-A-19
32,Allen MXN Homoeo Laboratory,Magnesium Phosphoricum,Tablet,Magnesium Phosphoricum,H-47-A-20
33,Allen MXN Homoeo Laboratory,Amloki,Liquid,FALSE,H-47-A-26
34,Allen MXN Homoeo Laboratory,Santonine,Tablet,Santonine 1X,H-47-A-27
35,Allen MXN Homoeo Laboratory,Zincum Phosphoricum,Tablet,Zincum Phosphoricum,H-47-A-28
36,Allen MXN Homoeo Laboratory,Acidum Citricum,Tablet,Acidum Citricum,H-47-A-29
37,Allen MXN Homoeo Laboratory,Nux Vomica,Liquid,FALSE,H-47-A-30
38,Allen MXN Homoeo Laboratory,Acidum Phosphoricum,Liquid,Acidum Phosphoricum 1X,H-47-A-31
39,Allen MXN Homoeo Laboratory,Magnesium Carbonate,Tablet,Magnesium Carbonate 1X,H-47-A-32
40,Allen MXN Homoeo Laboratory,Terminalia Chebula,Liquid,Terminalia Chebula (Haritaki),H-47-A-33
41,Allen MXN Homoeo Laboratory,Acidum Benzoicum,Liquid,Acid Benzoic,H-47-A-34
42,Allen MXN Homoeo Laboratory,Borax,Tablet,FALSE,H-47-A-36
43,Allen MXN Homoeo Laboratory,Asoka,Liquid,FALSE,H-47-A-37
44,Allen MXN Homoeo Laboratory,Cinnamomum,Liquid,FALSE,H-47-A-38
45,Allen MXN Homoeo Laboratory,Kalamegh,Liquid,FALSE,H-47-A-39
46,Allen MXN Homoeo Laboratory,Calcarea Carbonica,Tablet,Calcarea Carb,H-47-A-40
47,Amiba Homoeo Laboratory,Agnus Cast,Liquid,FALSE,H-70-A-1
48,Amiba Homoeo Laboratory,Pulsatilla,Liquid,FALSE,H-70-A-2
49,Amiba Homoeo Laboratory,Nux Vomica,Liquid,FALSE,H-70-A-3
50,Amiba Homoeo Laboratory,Jonosia Asoka,Liquid,FALSE,H-70-A-4
51,Amiba Homoeo Laboratory,Justicia Adhatoda,Liquid,FALSE,H-70-A-5
52,Amiba Homoeo Laboratory,Medicago Sativa,Liquid,FALSE,H-70-A-6
53,Amiba Homoeo Laboratory,Avena Sativa,Liquid,FALSE,H-70-A-7
54,Amiba Homoeo Laboratory,China Officinalis,Liquid,Chinchona Officinalis  China,H-70-A-9
55,Amiba Homoeo Laboratory,Colophyllum T,Liquid,Colophyllum T,H-70-A-11
56,Amiba Homoeo Laboratory,Kalmegh,Liquid,FALSE,H-70-A-12
57,Annex Pharmaceuticals (Homoeopathic),Alstonia Scholaris,Liquid,FALSE,H-9-A-1
58,Annex Pharmaceuticals (Homoeopathic),Hydratis Canadensis,Liquid,FALSE,H-9-A-2
59,Annex Pharmaceuticals (Homoeopathic),Justicia Adhatoda,Liquid,FALSE,H-9-A-3
60,Annex Pharmaceuticals (Homoeopathic),Calendula Officinalis,Liquid,FALSE,H-9-A-4
61,Annex Pharmaceuticals (Homoeopathic),Nux Vomica,Liquid,FALSE,H-9-A-5
62,Annex Pharmaceuticals (Homoeopathic),Senna,Liquid,FALSE,H-9-A-6
63,Annex Pharmaceuticals (Homoeopathic),Terminalia Arjuna,Liquid,FALSE,H-9-A-7
64,Annex Pharmaceuticals (Homoeopathic),Aconite Napellus,Liquid,FALSE,H-9-A-8
65,Bangladesh Homoeo Research Laboratory,Nux Vomica-Q,Liquid,FALSE,H-39-A-1
66,Bangladesh Homoeo Research Laboratory,Pulsatilla -Q,Liquid,FALSE,H-39-A-2
67,Bangladesh Homoeo Research Laboratory,Aconite Napellus-Q,Liquid,FALSE,H-39-A-3
68,Bangladesh Homoeo Research Laboratory,Terminalia Arjuna-Q,Liquid,FALSE,H-39-A-4
69,Bangladesh Homoeo Research Laboratory,Syzygium Jambolanum-Q,Liquid,FALSE,H-39-A-5
70,Bangladesh Homoeo Research Laboratory,Hydratis Canadensis-Q,Liquid,FALSE,H-39-A-6
71,Bangladesh Homoeo Research Laboratory,Cina,Liquid,FALSE,H-39-A-7
72,Bangladesh Homoeo Research Laboratory,Justicia Adhatoda,Liquid,FALSE,H-39-A-8
73,Bangladesh Homoeo Research Laboratory,Cantharis-Q,Liquid,FALSE,H-39-A-9
74,Bangladesh Homoeo Research Laboratory,Kalmegh,Liquid,FALSE,H-39-A-10
75,Bangladesh Homoeo Research Laboratory,China,Liquid,Chinchona Officinalis  China,H-39-A-11
76,Bangladesh Homoeo Research Laboratory,Avena Sativa-Q,Liquid,FALSE,H-39-A-12
77,Bengal Homoeo Laboratory,Apis Mellifica,Liquid,FALSE,H-40-A-3
78,Bengal Homoeo Laboratory,Agnus Castus,Liquid,FALSE,H-40-A-4
79,Bengal Homoeo Laboratory,Damiana,Liquid,FALSE,H-40-A-5
80,Bengal Homoeo Laboratory,Thuja Occidentalis,Liquid,FALSE,H-40-A-6
81,Bengal Homoeo Laboratory,Berberis Vulgaris,Liquid,FALSE,H-40-A-7
82,Bengal Homoeo Laboratory,Bapistia Tinctoria,Liquid,FALSE,H-40-A-8
83,Bengal Homoeo Laboratory,Hydrastis Canadensis,Liquid,FALSE,H-40-A-9
84,Bengal Homoeo Laboratory,Andrographis Paniculata,Liquid,Andrographis Paniculata,H-40-A-10
85,Bengal Homoeo Laboratory,Kreosotium,Liquid,FALSE,H-40-A-11
86,Bengal Homoeo Laboratory,Colocynthis,Liquid,FALSE,H-40-A-12
87,Bengal Homoeo Laboratory,Syzygium Jamblanum,Liquid,FALSE,H-40-A-13
88,Bengal Homoeo Laboratory,Atista Indica,Liquid,FALSE,H-40-A-14
89,Bengal Homoeo Laboratory,Janosia Asoka,Liquid,FALSE,H-40-A-15
90,Bengal Homoeo Laboratory,Aconitum Napellus,Liquid,FALSE,H-40-A-16
91,Bengal Homoeo Laboratory,Terminalia Arjuna,Liquid,FALSE,H-40-A-17
92,Bengal Homoeo Laboratory,Arnica Montana,Liquid,FALSE,H-40-A-18
93,Bengal Homoeo Laboratory,Bryonia Alb,Liquid,FALSE,H-40-A-19
94,Bengal Homoeo Laboratory,Avena Sativa,Liquid,FALSE,H-40-A-20
95,Bengal Homoeo Laboratory,Pulsatilla Nigricans,Liquid,FALSE,H-40-A-21
96,Bengal Homoeo Laboratory,Cina,Liquid,FALSE,H-40-A-22
97,Bengal Homoeo Laboratory,China Off,Liquid,Chinchona Officinalis  China,H-40-A-23
98,Bengal Homoeo Laboratory,Ocimum Sanctum,Liquid,FALSE,H-40-A-24
99,Bengal Homoeo Laboratory,Calendula Offcinalis,Liquid,FALSE,H-40-A-25
100,Bengal Homoeo Laboratory,Secale Cornutum,Liquid,FALSE,H-40-A-26
101,Bengal Homoeo Laboratory,Abroma Augusta,Liquid,FALSE,H-40-A-27
102,Bengal Homoeo Laboratory,Nux Vomica,Liquid,FALSE,H-40-A-28
103,Bengal Homoeo Laboratory,Belladonna,Liquid,FALSE,H-40-A-29
104,Bengal Homoeo Laboratory,Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-40-A-30
105,Bengal Homoeo Laboratory,Crataegus Oxyacantha,Liquid,FALSE,H-40-A-31
106,Bengal Homoeo Laboratory,Chelidonium Majus,Liquid,FALSE,H-40-A-33
107,Bengal Homoeo Laboratory,Justicia Adhatoda,Liquid,FALSE,H-40-A-34
108,Bengal Homoeo Laboratory,Abroma Radix,Liquid,FALSE,H-40-A-35
109,Bengal Homoeo Laboratory,Carica Papaya,Liquid,FALSE,H-40-A-36
110,Bengal Homoeo Laboratory,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-40-A-38
111,Bengal Homoeo Laboratory,Atista Radex,Liquid,FALSE,H-40-A-37
112,Bengal Homoeo Laboratory,Kali Muriaticum,Tablet,Kali Muriaticum,H-40-A-39
113,Bengal Homoeo Laboratory,Ferrum Phosphoricum,Tablet,Ferrum Phosphoricum,H-40-A-40
114,Bengal Homoeo Laboratory,Calcaria Flouricum,Liquid,Calcarea Fluorica,H-40-A-41
115,Bengal Homoeo Laboratory,Calcaria Phosphoricum,Tablet,Calcarea Phosphorica,H-40-A-42
116,Bengal Homoeo Laboratory,Magnesia Phosphoricum,Tablet,Magnesia Phosphorica,H-40-A-43
117,Bengal Homoeo Laboratory,Kali Sulphurica,Tablet,Kali Sulphuricum,H-40-A-44
118,Bengal Homoeo Laboratory,Calcaria Sylphuricum,Tablet,Calcarea Sulphurica,H-40-A-45
119,Bengal Homoeo Laboratory,Silicea,Tablet,Silicea,H-40-A-46
120,Bengal Homoeo Laboratory,Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-40-A-47
121,Bengal Homoeo Laboratory,Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-40-A-48
122,Bengal Homoeo Laboratory,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-40-A-49
123,Bengal Homoeo Laboratory,Gestozime,Liquid,Anacardium 4X + Arsenicum Alb 5X + Calarium 1X + Leonurus Cardiaca 1X + Nux Vomica 3X,H-25-A-21
124,Bengal Homoeo Laboratory,B-Tulshi,Syrup,FALSE,H-25-A-22
125,Bengal Homoeo Laboratory,Baby Like,Syrup,Avena Sat 4X + Calcium Carbonate 30 + Carica pap 4X + Chamomilla 4X + Cinamon 3X + Illicum Anisatum 4X + Zingiber off 6X,H-25-A-23
126,Bengal Homoeo Laboratory,B-Basak,Syrup,FALSE,H-25-A-27
127,Bengal Homoeo Laboratory,B-Ambra Plus,Tablet,Acidum Phosphoricum-4X + Agnus Cast 4X + Cinchona Off 4X + Conium 4X + Damiana 4X + Embra Gresia-4X + Moschus 4X + Nux Vom 4X + Sabal Ser 4X + Yohimbinum 4X,H-25-A-28
128,Bengal Homoeo Laboratory,Dygime,Syrup,FALSE,H-25-A-29
129,Bengal Homoeo Laboratory,Livoma,Drops,Andrographis Peniculata-18X + Baptisia + Bita Vulj-6 + Carduus Mar. 4x + Chelidonium-2X + Cianothus-3X + Echinacea Purf 3X,H-25-A-30
130,Bengal Homoeo Laboratory,Branolia,Drops,Coffea 5x + Ignatia 30x + Passiflora 2x + Phosphorus 12x + Piper Meth. 3x,H-25-A-32
131,Bengal Homoeo Laboratory,Lucona,Syrup,FALSE,H-25-A-34
132,Bengal Homoeo Laboratory,F-Phos,Syrup,Alfalfa 1X + Cal Phos 8X + Cinchona off 2X + Ferrum Phos 8X + formic Acid 3X + Hydrastis Can 2X + Kali Phos 6X + Mag Phos 8X + Nat Phos 6X,H-25-A-36
133,Bengal Homoeo Laboratory,Alfalin,Syrup,FALSE,H-25-A-37
134,Bengal Homoeo Laboratory,B-Blood Vitine,Syrup,Acid Formic 5X + Acid Tart 4X + Cobalt Nit 5X + Cuprum Aset 5X + Ferrum Phos 8X + Magnesium Borocit-5X + Manganum Acet 5X + Zinc Sulphate 5X,H-25-A-33
135,Bengal Homoeo Laboratory,Puls-B Tablet,Tablet,Cal Phos 3X + Calcaria Fluorica 3X + Kali Phos 3X + Magnesia Phosphoricum 3X,H-25-A-38
136,Bengal Homoeo Laboratory,Liocorina,Tablet,Alumina 6C + Borax 6C + Creosptum 6X + Pulsatilla 6X + Sepia 6C,H-25-A-39
137,Bengal Homoeo Laboratory,Ginseng,Drops,FALSE,H-25-A-31
138,Bengal Homoeo Laboratory,Shidha Molom,Ointment,FALSE,H-25-A-24
139,Bengal Homoeo Laboratory,Calotropis Gigentea,Liquid,FALSE,H-25-A-1
140,Bengal Homoeo Laboratory,Acalypha Indica,Liquid,FALSE,H-25-A-4
141,Bengal Homoeo Laboratory,Asvagandha,Liquid,FALSE,H-25-A-10
142,Bengal Homoeo Laboratory,Verbascum Thaspsus (Mullein),Liquid,Verbascum Thapsus,H-25-A-11
143,Bengal Homoeo Laboratory,Euphrasia Officinalis,Liquid,FALSE,H-25-A-15
144,Bengal Homoeo Laboratory,Medicago Sativa,Liquid,FALSE,H-25-A-16
145,Bengal Homoeo Laboratory,Andrographis Peniculata,Liquid,FALSE,H-25-A-18
146,Bengal Homoeo Laboratory,Holarhena Antidysentryca,Liquid,FALSE,H-25-A-19
147,Bengal Homoeopathic Laboratory,Plantago Major,Liquid,FALSE,H-40-A-1
148,Bengal Homoeopathic Laboratory,Ipecacuanha,Liquid,FALSE,H-40-A-2
149,Bengal Homoeopathic Laboratory,Apis Mellifica,Liquid,FALSE,H-40-A-3
150,Bengal Homoeopathic Laboratory,Agnus Castus,Liquid,FALSE,H-40-A-4
151,Bengal Homoeopathic Laboratory,Damiana,Liquid,FALSE,H-40-A-5
152,Bengal Homoeopathic Laboratory,Thuja Occidentalis,Liquid,FALSE,H-40-A-6
153,Bengal Homoeopathic Laboratory,Berberis Vulgaris,Liquid,FALSE,H-40-A-7
154,Bengal Homoeopathic Laboratory,Baptisia Tinctoria,Liquid,FALSE,H-40-A-8
155,Bengal Homoeopathic Laboratory,Hydrastis Canadensis,Liquid,FALSE,H-40-A-9
156,Bengal Homoeopathic Laboratory,Andrographis Paniculata,Liquid,Andrographis Paniculata,H-40-A-10
157,Bengal Homoeopathic Laboratory,Kreosotium,Liquid,FALSE,H-40-A-11
158,Bengal Homoeopathic Laboratory,Colocynthis,Liquid,FALSE,H-40-A-12
159,Bengal Homoeopathic Laboratory,Syzygium Jambolanum,Liquid,FALSE,H-40-A-13
160,Bengal Homoeopathic Laboratory,Atista Indica,Liquid,FALSE,H-40-A-14
161,Bengal Homoeopathic Laboratory,Jonosia Ashoka,Liquid,FALSE,H-40-A-15
162,Bengal Homoeopathic Laboratory,Aconite Napellus,Liquid,FALSE,H-40-A-16
163,Bengal Homoeopathic Laboratory,Terminalia Arjuna,Liquid,FALSE,H-40-A-17
164,Bengal Homoeopathic Laboratory,Arnica Montana,Liquid,FALSE,H-40-A-18
165,Bengal Homoeopathic Laboratory,Bryonia Alba,Liquid,FALSE,H-40-A-19
166,Bengal Homoeopathic Laboratory,Avena Sativa,Liquid,FALSE,H-40-A-20
167,Bengal Homoeopathic Laboratory,Pulsatilla Nigricans,Liquid,FALSE,H-40-A-21
168,Bengal Homoeopathic Laboratory,Cina,Liquid,FALSE,H-40-A-22
169,Bengal Homoeopathic Laboratory,Chinchona Officinalis,Liquid,Chinchona Officinalis  China,H-40-A-23
170,Bengal Homoeopathic Laboratory,Ocimum Sanctum,Liquid,FALSE,H-40-A-24
171,Bengal Homoeopathic Laboratory,Calendula Offcinalis,Liquid,FALSE,H-40-A-25
172,Bengal Homoeopathic Laboratory,Secale Cornutum,Liquid,FALSE,H-40-A-26
173,Bengal Homoeopathic Laboratory,Abroma Augusta,Liquid,FALSE,H-40-A-27
174,Bengal Homoeopathic Laboratory,Nux Vomica,Liquid,FALSE,H-40-A-28
175,Bengal Homoeopathic Laboratory,Belladonna,Liquid,FALSE,H-40-A-29
176,Bengal Homoeopathic Laboratory,Gelsemium Sempervirens,Liquid,Gelsemium Sempervirens,H-40-A-30
177,Bengal Homoeopathic Laboratory,Carataegus Oxyacantha,Liquid,Carataegus Oxyacantha,H-40-A-31
178,Bengal Homoeopathic Laboratory,Cantharis,Liquid,FALSE,H-40-A-32
179,Bengal Homoeopathic Laboratory,Chelidonium Majus,Liquid,FALSE,H-40-A-33
180,Bengal Homoeopathic Laboratory,Justicia Adhatoda,Liquid,FALSE,H-40-A-34
181,Bengal Homoeopathic Laboratory,Abroma Radix,Liquid,FALSE,H-40-A-35
182,Bengal Homoeopathic Laboratory,Carica Papaya,Liquid,FALSE,H-40-A-36
183,Bengal Homoeopathic Laboratory,Atista Radix,Liquid,FALSE,H-40-A-37
184,Bengal Homoeopathic Laboratory,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-40-A-38
185,Bengal Homoeopathic Laboratory,Kali Muriaticum,Tablet,Kali Muriaticum,H-40-A-39
186,Bengal Homoeopathic Laboratory,Ferrum Phosphoricum,Tablet,Ferrum Phosphoricum,H-40-A-40
187,Bengal Homoeopathic Laboratory,Calcarea Fluoricum,Tablet,Calcarea Fluorica,H-40-A-41
188,Bengal Homoeopathic Laboratory,Calcarea Phosphirica,Tablet,Calcarea Phosphorica,H-40-A-42
189,Bengal Homoeopathic Laboratory,Magnesium Phosphoricum,Tablet,Magnesium Phosphoricum,H-40-A-43
190,Bengal Homoeopathic Laboratory,Kali Sulphuricum,Tablet,Kali Sulphuricum,H-40-A-44
191,Bengal Homoeopathic Laboratory,Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-40-A-45
192,Bengal Homoeopathic Laboratory,Silicea,Tablet,Silicea,H-40-A-46
193,Bengal Homoeopathic Laboratory,Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-40-A-47
194,Bengal Homoeopathic Laboratory,Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-40-A-48
195,Bengal Homoeopathic Laboratory,Natrum Mauriaticum,Tablet,Natrum Muriaticum,H-40-A-49
196,Bengal Homoeopathic Laboratory,Alfalfa,Liquid,Medicago Sativa,H-40-A-50
197,Bengal Homoeopathic Laboratory,Withania Somnifera,Liquid,Ashwagandha,H-40-A-51
198,Bengal Homoeopathic Laboratory,Aralia Racemosa,Liquid,FALSE,H-40-A-52
199,Bengal Homoeopathic Laboratory,Berberis Aquifolium,Liquid,FALSE,H-40-A-53
200,Bengal Homoeopathic Laboratory,Caladium Seguinum,Liquid,FALSE,H-40-A-54
201,Bengal Homoeopathic Laboratory,Drosera Rotundifolia,Liquid,FALSE,H-40-A-55
202,Bengal Homoeopathic Laboratory,Dioscorea Villose,Liquid,FALSE,H-40-A-56
203,Bengal Homoeopathic Laboratory,Echinacea Angustifolia,Liquid,Echinacea Angustifolia,H-40-A-57
204,Bengal Homoeopathic Laboratory,Eriodictyon Glutinosum,Liquid,Eriodictyon Glutinosum,H-40-A-58
205,Bengal Homoeopathic Laboratory,Carduus Marianus,Liquid,FALSE,H-40-A-59
206,Bengal Homoeopathic Laboratory,Caulophyllum Thalictroides,Liquid,FALSE,H-40-A-60
207,Bengal Homoeopathic Laboratory,Ceanothus Americanus,Liquid,Ceanothus Americanus,H-40-A-61
208,Bengal Homoeopathic Laboratory,Chamomilla,Liquid,FALSE,H-40-A-62
209,Bengal Homoeopathic Laboratory,Chionanthus Virginica,Liquid,FALSE,H-40-A-63
210,Bengal Homoeopathic Laboratory,Cimicifuga Racemosa,Liquid,FALSE,H-40-A-64
211,Bengal Homoeopathic Laboratory,Cocculus Indicus,Liquid,Cocculus Indicus,H-40-A-65
212,Bengal Homoeopathic Laboratory,Colchicum Autamnale,Liquid,FALSE,H-40-A-66
213,Bengal Homoeopathic Laboratory,Cyclamen Europaeum,Liquid,FALSE,H-40-A-68
214,Bengal Homoeopathic Laboratory,Euphrasia Officinalis,Liquid,FALSE,H-40-A-69
215,Bengal Homoeopathic Laboratory,Filix Mas,Liquid,FIilix Mas,H-40-A-70
216,Bengal Homoeopathic Laboratory,Fraxinus Americana,Liquid,FALSE,H-40-A-71
217,Bengal Homoeopathic Laboratory,Fucus Vesiculosus,Liquid,FALSE,H-40-A-72
218,Bengal Homoeopathic Laboratory,Geranium Maculatum,Liquid,Geranium Maculatum,H-40-A-73
219,Bengal Homoeopathic Laboratory,Guaiacum Officinale,Liquid,Guaiacum,H-40-A-74
220,Bengal Homoeopathic Laboratory,Hamamelis Virginica,Liquid,FALSE,H-40-A-75
221,Bengal Homoeopathic Laboratory,Helonias Dioica,Liquid,Helonias Dioica,H-40-A-76
222,Bengal Homoeopathic Laboratory,Hypericum Perforatum,Liquid,Hypericum Perforatum,H-40-A-77
223,Bengal Homoeopathic Laboratory,Iris Versicolor,Liquid,FALSE,H-40-A-78
224,Bengal Homoeopathic Laboratory,Lobella Inflanta,Liquid,FALSE,H-40-A-79
225,Bengal Homoeopathic Laboratory,Ginseng,Liquid,FALSE,H-40-A-80
226,Bengal Homoeopathic Laboratory,Millefolium,Liquid,FALSE,H-40-A-81
227,Bengal Homoeopathic Laboratory,Paeonia Offcinalis,Liquid,Paeonia Officinalis,H-40-A-82
228,Bengal Homoeopathic Laboratory,Passiflora Incarnata,Liquid,FALSE,H-40-A-83
229,Bengal Homoeopathic Laboratory,Phytolacca Decandra,Liquid,FALSE,H-40-A-84
230,Bengal Homoeopathic Laboratory,Podophyllum,Liquid,FALSE,H-40-A-85
231,Bengal Homoeopathic Laboratory,Ratanhia,Liquid,FALSE,H-40-A-86
232,Bengal Homoeopathic Laboratory,Rauwolfia Serpentima,Liquid,FALSE,H-40-A-87
233,Bengal Homoeopathic Laboratory,Robinia Pseudacacia,Liquid,Robinia Pseudacacia,H-40-A-88
234,Bengal Homoeopathic Laboratory,Ruta Graveolens,Liquid,Ruta Graveolens,H-40-A-89
235,Bengal Homoeopathic Laboratory,Sabal Serrulata,Liquid,Sabal Serrulata,H-40-A-90
236,Bengal Homoeopathic Laboratory,Sabina,Liquid,FALSE,H-40-A-91
237,Bengal Homoeopathic Laboratory,Sanguinaria Canadensis,Liquid,Sanguinaria Canadensis,H-40-A-93
238,Bengal Homoeopathic Laboratory,Sarsaparilla,Liquid,FALSE,H-40-A-94
239,Bengal Homoeopathic Laboratory,Senecio Aureus,Liquid,FALSE,H-40-A-95
240,Bengal Homoeopathic Laboratory,Gossypium,Liquid,FALSE,H-40-A-96
241,Bengal Homoeopathic Laboratory,Blatta Orientalis,Liquid,FALSE,H-40-A-97
242,Care Homoeo Laboratory,Aconite Napellus,Liquid,FALSE,H-41-A-1
243,Care Homoeo Laboratory,Hydratis Canadensis,Liquid,FALSE,H-45-A-2
244,Care Homoeo Laboratory,Belladonna,Liquid,FALSE,H-45-A-3
245,Care Homoeo Laboratory,Bryonia Alb.,Liquid,FALSE,H-45-A-4
246,Care Homoeo Laboratory,Avena Sativa,Liquid,FALSE,H-45-A-5
247,Care Homoeo Laboratory,Cinchona Officinalis,Liquid,FALSE,H-45-A-6
248,Care Homoeo Laboratory,Nux Vomica,Liquid,FALSE,H-45-A-7
249,Care Homoeo Laboratory,Baptisia Tinctoria,Liquid,FALSE,H-45-A-8
250,Care Homoeo Laboratory,Berberis Vulgaris,Liquid,FALSE,H-45-A-9
251,Care Homoeo Laboratory,Thuja Occidentalis,Liquid,FALSE,H-45-A-10
252,Care Homoeo Laboratory,Ipecacuanha,Liquid,FALSE,H-45-A-11
253,Care Homoeo Laboratory,Sarsaparilla,Liquid,FALSE,H-45-A-12
254,Deeplaid Laboratories Ltd. (Homoeo),Justicia Adhatoda,Liquid,FALSE,H-72-A-001
255,Deeplaid Laboratories Ltd. (Homoeo),Carduas Marianus,Liquid,FALSE,H-72-A-002
256,Deeplaid Laboratories Ltd. (Homoeo),Avena Sativa,Liquid,FALSE,H-72-A-003
257,Deeplaid Laboratories Ltd. (Homoeo),Medicago Sativa,Liquid,FALSE,H-72-A-004
258,Deeplaid Laboratories Ltd. (Homoeo),Belladonna,Liquid,FALSE,H-72-A-005
259,Deeplaid Laboratories Ltd. (Homoeo),Cinchona Officinalis,Liquid,FALSE,H-72-A-006
260,Deeplaid Laboratories Ltd. (Homoeo),Calendula Officinalis,Liquid,FALSE,H-72-A-007
261,Deeplaid Laboratories Ltd. (Homoeo),Andrographis Paniculata,Liquid,FALSE,H-72-A-008
262,Deeplaid Laboratories Ltd. (Homoeo),Nux Vomica,Liquid,FALSE,H-72-A-009
263,Deeplaid Laboratories Ltd. (Homoeo),Pulsatilla,Liquid,FALSE,H-72-A-010
264,Deeplaid Laboratories Ltd. (Homoeo),Rauwolfia Serpentina,Liquid,FALSE,H-72-A-011
265,Deeplaid Laboratories Ltd. (Homoeo),Syzygium Jambolanum,Liquid,FALSE,H-72-A-012
266,Deeplaid Laboratories Ltd. (Homoeo),Calcarea Fluorica,Tablet,Calcarea Fluorica,H-72-A-013
267,Deeplaid Laboratories Ltd. (Homoeo),Calcarea Phosphorica,Tablet,Calcarea Phosphorica,H-72-A-014
268,Deeplaid Laboratories Ltd. (Homoeo),Ferrum Phosphorica,Tablet,Ferrum Phosphoricum,H-72-A-015
269,Deeplaid Laboratories Ltd. (Homoeo),Kali Phosphoricum,Tablet,Kali Phosphoricum,H-72-A-016
270,Deeplaid Laboratories Ltd. (Homoeo),Kali Muriaticum,Tablet,Kali Muriaticum,H-72-A-017
271,Deeplaid Laboratories Ltd. (Homoeo),Magnesia Phosphoricum,Tablet,Magnesia Phosphorica,H-72-A-018
272,Deeplaid Laboratories Ltd. (Homoeo),Natrum Phosphoricum,Tablet,Natrum Phosphoricum,H-72-A-019
273,Deeplaid Laboratories Ltd. (Homoeo),Natrum Muriaticum,Tablet,Natrum Muriaticum,H-72-A-020
274,Deeplaid Laboratories Ltd. (Homoeo),Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-72-A-021
275,Deeplaid Laboratories Ltd. (Homoeo),Silicea,Tablet,Silicea,H-72-A-022
276,Deeplaid Laboratories Ltd. (Homoeo),Acid Phosphoricum,Liquid,FALSE,H-72-A-023
277,Deeplaid Laboratories Ltd. (Homoeo),Apis Melifica,Liquid,FALSE,H-72-A-024
278,Deeplaid Laboratories Ltd. (Homoeo),Jonosia Ashoka,Liquid,FALSE,H-72-A-025
